host_id,host_url,host_name,host_since,host_location,host_about,host_response_rate,host_acceptance_rate,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count
19844007,https://www.airbnb.com/users/show/19844007,Stephanie,2014-08-11,"Vancouver, Canada","We are both retired professionals who have lived at this location for many years.

We enjoy exploring the world aboard our tandem bicycle.  So far we've cycled in France, the Netherlands, Spain, Cuba, Austria, Slovenia and Belgium.

",100%,100%,https://a0.muscache.com/im/users/19844007/profile_pic/1438220911/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/19844007/profile_pic/1438220911/original.jpg?aki_policy=profile_x_medium,Commercial Drive,1,1
19845741,https://www.airbnb.com/users/show/19845741,Peiyan,2014-08-11,"Vancouver, Canada","My name is Lucy, my husband Richard, and daughter Lisa. We are a family of 3 who are experienced Airbnb hosts for many years. We hope to encourage more visitors to come to our wonderful city through Airbnb! 

I am a healthcare worker and Richard is a mechanic. We have been living in Vancouver for 15 years. We are friendly, quiet, and love meeting new people from around the world!
",100%,71%,https://a0.muscache.com/im/users/19845741/profile_pic/1440734860/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/19845741/profile_pic/1440734860/original.jpg?aki_policy=profile_x_medium,Renfrew-Collingwood,1,2
19846624,https://www.airbnb.com/users/show/19846624,Jenny,2014-08-11,"Coquitlam, Canada","Mother of three children and one dog, we love travelling and meeting new people. Food is what brings us together and we love to share. I immigrated to Canada from Taiwan 24 years ago so don't hesitate to ask if you need any help settling or getting to know the area.",100%,100%,https://a0.muscache.com/im/pictures/user/445ca17b-d6dd-40cb-8f6c-40b5016210cb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/445ca17b-d6dd-40cb-8f6c-40b5016210cb.jpg?aki_policy=profile_x_medium,,3,7
19854208,https://www.airbnb.com/users/show/19854208,Helen,2014-08-11,"Vancouver, Canada","I am retired and share my household with a lovable Goldendoodle named Gypsy Boy, who volunteers as an ambassador dog at YVR Airport and a therapy dog at the Vancouver Cancer Agency and BC Children's Hospital.

I strive to give my guests the best Airbnb experience possible. If you are coming to explore the area, I can advise you on Vancouver’s best attractions and I am glad to help you figure out the logistics of getting there. To set you up for your day, I provide self-serve coffee or tea, plus granola bars and fruit.

I have been an Airbnb Superhost for 7 years and love meeting people from all over the world, but for those who place special value on their privacy, I am also very good at making myself scarce.  My goal is your total satisfaction. Your guarantee is a sparkling clean, quiet, and inviting retreat to come ""home"" to at the end of the day.  Although your room is small, it is comfortable, cozy, and equipped with everything you might need.

PLEASE NOTE that I like to know a little bit about my guests in advance.  For example, are you a student or do you work?  Perhaps you are retired.  What brings you to Vancouver?",100%,96%,https://a0.muscache.com/im/pictures/user/d9531c3b-e418-43ba-aa26-54b7c7011ab4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d9531c3b-e418-43ba-aa26-54b7c7011ab4.jpg?aki_policy=profile_x_medium,Mount Pleasant,1,1
19863362,https://www.airbnb.com/users/show/19863362,Dushan,2014-08-11,"Calgary, Canada",,100%,67%,https://a0.muscache.com/im/users/19863362/profile_pic/1407813008/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/19863362/profile_pic/1407813008/original.jpg?aki_policy=profile_x_medium,Central Vancouver,3,4
19876081,https://www.airbnb.com/users/show/19876081,Emily,2014-08-12,"Vancouver, Canada","I was born and raised in Vancouver, Canada. I love to try new experiences and am a huge foodie! ",100%,98%,https://a0.muscache.com/im/pictures/user/e5f94fe5-29d6-4c8e-a409-6879ef2ea292.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e5f94fe5-29d6-4c8e-a409-6879ef2ea292.jpg?aki_policy=profile_x_medium,Central Vancouver,2,2
19900158,https://www.airbnb.com/users/show/19900158,Juliet,2014-08-12,"Vancouver, Canada","My wife, Amelia and I, are pretty low key folks who love to travel, cook, play, ride, watch, read and chat. We have loved travelling the world with our kids, including to our home in Australia staying with Air BnB, and we hope we can help you have an equally great experience when you visit our home in Vancouver.  Our hosting style is comfortable, simple and authentic. We hope our guests will appreciate the low waste, high quality touches to our accommodation, and that they will feel comfortable to have a chat, ask questions and be themselves in our home.",100%,99%,https://a0.muscache.com/im/pictures/user/096f4f18-5d67-490d-915b-0e50d1770c00.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/096f4f18-5d67-490d-915b-0e50d1770c00.jpg?aki_policy=profile_x_medium,,1,1
19900361,https://www.airbnb.com/users/show/19900361,Billingtons,2014-08-12,"Vancouver, Canada",I work,N/A,68%,https://a0.muscache.com/im/pictures/user/cafff2e1-9a07-48fa-bb30-bb99507b2936.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cafff2e1-9a07-48fa-bb30-bb99507b2936.jpg?aki_policy=profile_x_medium,West End,1,5
19908390,https://www.airbnb.com/users/show/19908390,Ariel,2014-08-12,,"Born in Taipei, Taiwan. Raised in Vancouver, Canada. Been living in Toronto, Canada and now am living remotely, experiencing the world, and making connections for myself and for others. ",100%,100%,https://a0.muscache.com/im/pictures/user/02403746-6afe-4136-9104-2bf96b6b3bf9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/02403746-6afe-4136-9104-2bf96b6b3bf9.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
19929584,https://www.airbnb.com/users/show/19929584,Parin,2014-08-12,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/users/19929584/profile_pic/1408535184/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/19929584/profile_pic/1408535184/original.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2
20021846,https://www.airbnb.com/users/show/20021846,Jay,2014-08-14,"Vancouver, Canada","I enjoy balancing travel and creating beautiful places for people to enjoy. I've be living and travelling South East Asia with my building projects still being based in Vancouver, and Gibson's BC, Canada. I concept, create and build restaurants/bars, houses and re-invent peoples living spaces with them.

I love swimming, cycling, hiking, kite boarding... generally anything that gets me outside enjoying the beauty of this planet and the people on it. ",93%,98%,https://a0.muscache.com/im/pictures/user/7919d35d-3b80-421f-8dc2-e8d7e98d94e4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7919d35d-3b80-421f-8dc2-e8d7e98d94e4.jpg?aki_policy=profile_x_medium,Central Vancouver,4,9
20071422,https://www.airbnb.com/users/show/20071422,Luc,2014-08-15,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/users/20071422/profile_pic/1408298384/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/20071422/profile_pic/1408298384/original.jpg?aki_policy=profile_x_medium,West End,1,4
20083641,https://www.airbnb.com/users/show/20083641,Atayeb,2014-08-15,"Vancouver, Canada","Citizen of the world, passionate to see the unseen.
",100%,0%,https://a0.muscache.com/im/pictures/user/bc70f715-9eab-42dd-a740-3000b134d2fd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bc70f715-9eab-42dd-a740-3000b134d2fd.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,4
20095744,https://www.airbnb.com/users/show/20095744,Fabien,2014-08-16,"Vancouver, Canada","My wife and I spend hours researching the best places to eat when we travel, so your recommendations would be highly appreciated!

I look forward to meeting you :)",100%,97%,https://a0.muscache.com/im/users/20095744/profile_pic/1408541061/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/20095744/profile_pic/1408541061/original.jpg?aki_policy=profile_x_medium,Renfrew-Collingwood,1,1
20096609,https://www.airbnb.com/users/show/20096609,Matt,2014-08-16,"Vancouver, Canada","I am a professor at the University of British Columbia. My family of four (my wife and I, a 3 year old girl and a 9 year old boy) love our home city, Vancouver, but we also like to travel when we get the chance. We have frequented Europe, and soon we hope to explore regions in Africa and Asia. ",N/A,100%,https://a0.muscache.com/im/pictures/user/36b5a5d1-e512-440b-ad13-9d8b3b18b7f5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/36b5a5d1-e512-440b-ad13-9d8b3b18b7f5.jpg?aki_policy=profile_x_medium,Kitsilano,1,2
20124583,https://www.airbnb.com/users/show/20124583,Mj,2014-08-16,"Vancouver, Canada",,N/A,100%,https://a0.muscache.com/im/users/20124583/profile_pic/1408224064/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/20124583/profile_pic/1408224064/original.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,1
20133146,https://www.airbnb.com/users/show/20133146,Michael,2014-08-16,"Vancouver, Canada","Based in Vancouver, BC, Michael is a professional real estate agent. He's also a world traveler and a musicphile. He likes to make friends from all over the world and indulge himself in diversity. He thinks that the world is beautiful because everybody is different. His motto is ""Life is a party"".",100%,80%,https://a0.muscache.com/im/pictures/user/21a5f2ed-2063-440e-8e08-7f19a0c959b4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/21a5f2ed-2063-440e-8e08-7f19a0c959b4.jpg?aki_policy=profile_x_medium,East Vancouver,2,3
20164116,https://www.airbnb.com/users/show/20164116,Ki,2014-08-17,"Vancouver, Canada","I often get the opportunity to travel with work and I'd love to share my beautiful home with you while I'm away. 

Vancouver is such a beautiful place, my unit is exceptionally wonderful and I want you to have the opportunity to enjoy it as well! ",100%,73%,https://a0.muscache.com/im/pictures/user/31e22de1-41f9-4a71-8ab3-37af85b30d1d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/31e22de1-41f9-4a71-8ab3-37af85b30d1d.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
20178457,https://www.airbnb.com/users/show/20178457,Pantha,2014-08-17,"Vancouver, Canada","Hey :)
My hubby and I live in Olympic Village in the heart of the false creek neighbourhood! We are both active and artistic people who are constantly surrounded by our loved ones.  We love to travel, we love music, great food, intellectual conversation and most of all those beautiful landscapes. 
We like to enjoy life and experience all the finer things life has to offer and that's why we are opening up our beautiful penthouse  home for those travellers looking to enjoy and experience that.  Situated in the heart of Olympic village and only minutes train ride from the downtown core, our home is surrounded with 360º views of Vancouver, encompassing the great North Shore Mountains all the way to Mt Baker while being easily accessible to restaurants and breweries.   It is the perfect little spot to spend a romantic getaway. ",N/A,N/A,https://a0.muscache.com/im/pictures/user/78855ace-f423-49ed-90f8-a0844011a391.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/78855ace-f423-49ed-90f8-a0844011a391.jpg?aki_policy=profile_x_medium,Mount Pleasant,1,1
20209434,https://www.airbnb.com/users/show/20209434,Melanie,2014-08-18,"Vancouver, Canada",Vancouverite since 2000. Film teacher. Former art director and sculptor. Dog lover. Yoga teacher/practitioner. Happily married. Avid traveler. Host (since 2004) to longer-term travelers visiting Vancouver for work or play.,100%,0%,https://a0.muscache.com/im/pictures/user/6445f27b-fdfd-4eeb-a15d-562ddd121ce1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6445f27b-fdfd-4eeb-a15d-562ddd121ce1.jpg?aki_policy=profile_x_medium,Kitsilano,1,1
20242891,https://www.airbnb.com/users/show/20242891,Marianna,2014-08-19,"Vancouver, Canada",,100%,90%,https://a0.muscache.com/im/pictures/user/41807d74-a052-4716-a7e7-8d0a0a7953db.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/41807d74-a052-4716-a7e7-8d0a0a7953db.jpg?aki_policy=profile_x_medium,Central Vancouver,2,3
20246084,https://www.airbnb.com/users/show/20246084,Sarah,2014-08-19,"Vancouver, Canada","I love living in Vancouver with my husband, Paul. I enjoy hosting guest from all over the world. I like reading a book and painting acrylic. We're looking forward to connecting with you as a host or a traveler. We will do our best to make stay as comfortable as possible",100%,100%,https://a0.muscache.com/im/pictures/user/bec2483e-0780-43b1-8b13-53bb51a1a9c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bec2483e-0780-43b1-8b13-53bb51a1a9c7.jpg?aki_policy=profile_x_medium,Renfrew-Collingwood,1,1
20279743,https://www.airbnb.com/users/show/20279743,H,2014-08-19,"Vancouver, Canada","I'm an easy going, honest ,respectful guy. I work a lot of crazy hours and travel extensively to make up for working so much. I have a big passion for music, fashion the arts and above all enjoying life.
",100%,97%,https://a0.muscache.com/im/pictures/user/a5026ab9-2dd2-460c-a724-4edeecde379b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a5026ab9-2dd2-460c-a724-4edeecde379b.jpg?aki_policy=profile_x_medium,Chinatown,1,6
20404476,https://www.airbnb.com/users/show/20404476,Alex,2014-08-22,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/370f8688-cd1e-4042-9bc8-979d6074c1e7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/370f8688-cd1e-4042-9bc8-979d6074c1e7.jpg?aki_policy=profile_x_medium,South Vancouver,1,4
20440735,https://www.airbnb.com/users/show/20440735,Myles,2014-08-23,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/7bc221c6-437a-4f82-8573-444bc9b8003e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7bc221c6-437a-4f82-8573-444bc9b8003e.jpg?aki_policy=profile_x_medium,Hastings-Sunrise,1,1
20476536,https://www.airbnb.com/users/show/20476536,Catherine,2014-08-24,"Vancouver, Canada","Hello,
I enjoy the great outdoors and my town of Gibsons and Vancouver! Not sure which place I love more! I enjoy the ocean - can't resist but to go for long swims, hike in the great trails,  bike the many bike pathways in Vancouver and visit all the action that is just outside my front doors.  

I travel extensively and my favourite aspect of travelling are the new people and friends I meet along the way.  As a host my goal is to ensure all visitors will enjoy a comfortable stay and a great experience in what I believe to be  ""my little sanctuaries"".  I look forward to meeting new guests and ensuring them an enjoyable visit. ",0%,0%,https://a0.muscache.com/im/pictures/user/2ac46c3f-02f7-44db-92dd-30666220b6e6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2ac46c3f-02f7-44db-92dd-30666220b6e6.jpg?aki_policy=profile_x_medium,Kitsilano,2,3
20517828,https://www.airbnb.com/users/show/20517828,John,2014-08-25,"Vancouver, Canada","I have been retired for 10 years and love to play golf, work in my garden and travel the world ....what a great life !!!!",100%,33%,https://a0.muscache.com/im/pictures/user/e565a4e7-49cc-423d-ac93-36497a078644.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e565a4e7-49cc-423d-ac93-36497a078644.jpg?aki_policy=profile_x_medium,Kitsilano,3,3
20535222,https://www.airbnb.com/users/show/20535222,Katy,2014-08-25,"Vancouver, Canada","I'm a music teacher and lifelong local with deep knowledge and connections in Vancouver. I can offer tips for where to dine, shop, explore, what to prioritize for your visit, and help you get comfortable here, whatever your budget. And, if you have special dietary restrictions or food preferences, I can help you find some great dining options! Vancouver has a world class culinary culture. It's why you're visiting, right?",100%,99%,https://a0.muscache.com/im/pictures/user/16c2bc9a-d04f-4583-8430-377265d7fca3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/16c2bc9a-d04f-4583-8430-377265d7fca3.jpg?aki_policy=profile_x_medium,Kensington-Cedar Cottage,2,4
20564563,https://www.airbnb.com/users/show/20564563,Jessica,2014-08-26,"Vancouver, Canada","Canadian Graphic Designer that loves travel and has lived in London, United Kingdom & Melbourne, Australia. ",50%,50%,https://a0.muscache.com/im/pictures/user/16647ba0-4b90-4361-9cf8-f03118e6f857.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/16647ba0-4b90-4361-9cf8-f03118e6f857.jpg?aki_policy=profile_x_medium,East Vancouver,1,2
20590498,https://www.airbnb.com/users/show/20590498,Simone,2014-08-27,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/28152d60-d846-433f-80a4-e28f04cecbab.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/28152d60-d846-433f-80a4-e28f04cecbab.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,3
20655634,https://www.airbnb.com/users/show/20655634,Jacky,2014-08-28,"Vancouver, Canada",I am young professional. I am on holidays for the rest of the year. I travel to explore the city and I also hit the swing dance scene in different cities. ,100%,100%,https://a0.muscache.com/im/pictures/user/5146a0b5-c6b8-4e4a-a974-e4a3eadb44e0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5146a0b5-c6b8-4e4a-a974-e4a3eadb44e0.jpg?aki_policy=profile_x_medium,Mount Pleasant,1,2
20664187,https://www.airbnb.com/users/show/20664187,Robert & Hien,2014-08-28,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/f06aaac8-98dd-4047-a6ca-9aa77ebeedcd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f06aaac8-98dd-4047-a6ca-9aa77ebeedcd.jpg?aki_policy=profile_x_medium,,1,2
20697824,https://www.airbnb.com/users/show/20697824,Kate,2014-08-29,"Vancouver, Canada","I love travelling, hosting & meeting fellow travelers! Je parle français, hablo español, e falo um pouco de português! ",100%,96%,https://a0.muscache.com/im/pictures/user/32272eb4-e8d4-4059-a463-c6fce202f02d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/32272eb4-e8d4-4059-a463-c6fce202f02d.jpg?aki_policy=profile_x_medium,East Vancouver,1,7
20704824,https://www.airbnb.com/users/show/20704824,Julian,2014-08-29,"Vancouver, Canada","Anatomy and Physiology instructor from Vancouver.
My partner is from Japan, and we travel there together several times a year.

",N/A,100%,https://a0.muscache.com/im/users/20704824/profile_pic/1413055604/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/20704824/profile_pic/1413055604/original.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
20739233,https://www.airbnb.com/users/show/20739233,Ekaterina,2014-08-30,"Vancouver, Canada",,100%,96%,https://a0.muscache.com/im/pictures/user/eac73194-d7cb-43c8-baf3-f3d4a9133c9b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eac73194-d7cb-43c8-baf3-f3d4a9133c9b.jpg?aki_policy=profile_x_medium,Arbutus Ridge,1,1
20777865,https://www.airbnb.com/users/show/20777865,Steven,2014-08-31,"Vancouver, Canada","Hi I'm Steven. Vancouver has always been my home and Cedar Cottage is my hood. I know the city like the back of my hand.  I enjoy hosting travellers in my lovingly restored craftsman character home.  Travel is a passion for me, and I always love coming home to this great city.  Living here means to take advantage of the lifestyle, the city, the water, and the mountains.  I can't live without  good food, good beer, and my bicycle.
",100%,95%,https://a0.muscache.com/im/pictures/user/bd882b35-8ad2-41db-9d8a-18c72a4c6fac.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bd882b35-8ad2-41db-9d8a-18c72a4c6fac.jpg?aki_policy=profile_x_medium,Kensington-Cedar Cottage,3,3
20785932,https://www.airbnb.com/users/show/20785932,Monique,2014-09-01,"Vancouver, Canada","My partner Monique and I love to travel and the best vacations have always been the ones where we had an apartment to stay in.  We loved walking to the bakery in Bayeux for fresh pastries, shopping in the local supermarket in Cuzco and  chatting with people on the street in Valparaiso.  Above all, it is great returning to Vancouver every time. 
Our home is very convenient and comfortable.  A perfect home away from home so you can really experience Vancouver up close and personal.  Vancouver is a great city and I can't recommend it enough.  Come stay and be comfortable in our house.",N/A,N/A,https://a0.muscache.com/im/pictures/user/0e9cc969-df6d-4bec-ad24-1c1ba72458f7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0e9cc969-df6d-4bec-ad24-1c1ba72458f7.jpg?aki_policy=profile_x_medium,Kitsilano,1,2
20915217,https://www.airbnb.com/users/show/20915217,Hayley,2014-09-03,"Vancouver, Canada",I live in Vancouver and love to travel. ,100%,100%,https://a0.muscache.com/im/pictures/user/a1d0a718-a907-482b-b249-2b1904fcbda4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a1d0a718-a907-482b-b249-2b1904fcbda4.jpg?aki_policy=profile_x_medium,South Main,1,2
20916541,https://www.airbnb.com/users/show/20916541,Kiki,2014-09-04,"Vancouver, Canada",,100%,99%,https://a0.muscache.com/im/pictures/user/c04a115a-6dd7-4fce-a3d7-271e8962f473.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c04a115a-6dd7-4fce-a3d7-271e8962f473.jpg?aki_policy=profile_x_medium,Central Vancouver,13,15
20932474,https://www.airbnb.com/users/show/20932474,Adam,2014-09-04,"Vancouver, Canada",,100%,99%,https://a0.muscache.com/im/pictures/user/1a12130a-c786-480d-9e89-f750f00ca487.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1a12130a-c786-480d-9e89-f750f00ca487.jpg?aki_policy=profile_x_medium,East Vancouver,1,1
20951756,https://www.airbnb.com/users/show/20951756,Jaycie,2014-09-04,"Vancouver, Canada",,96%,91%,https://a0.muscache.com/im/pictures/user/afd0cfbe-3b7a-4c2c-9938-b30276d6b4a6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/afd0cfbe-3b7a-4c2c-9938-b30276d6b4a6.jpg?aki_policy=profile_x_medium,,10,11
21018988,https://www.airbnb.com/users/show/21018988,Victor,2014-09-06,"Vancouver, Canada",,100%,97%,https://a0.muscache.com/im/users/21018988/profile_pic/1410145016/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21018988/profile_pic/1410145016/original.jpg?aki_policy=profile_x_medium,East Vancouver,1,1
21028135,https://www.airbnb.com/users/show/21028135,Alex,2014-09-07,"Vancouver, Canada","We love the outdoors! Exploring one piece of this planet at a time. 
We are fun and very friendly. 
Ask us anything! ",N/A,N/A,https://a0.muscache.com/im/pictures/user/619c546f-022d-4605-b861-ad21aeea5537.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/619c546f-022d-4605-b861-ad21aeea5537.jpg?aki_policy=profile_x_medium,Mount Pleasant,1,1
21136663,https://www.airbnb.com/users/show/21136663,Chris,2014-09-09,"Vancouver, Canada",Working professional. Loves travelling and the outdoors.,100%,71%,https://a0.muscache.com/im/pictures/user/898b454c-e270-4dd4-b384-f7da30ea13ef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/898b454c-e270-4dd4-b384-f7da30ea13ef.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,3
21138739,https://www.airbnb.com/users/show/21138739,Prajeev,2014-09-09,"Vancouver, Canada","Hi,
My name is Prajeev.
I'm a hospitality professional having worked for the Fairmont for the last 15 years.
I am originally from Sri Lanka but have called Vancouver home for the last 25 years.
I love snowboarding in Whistler during the winter. 
During the summer I enjoy hiking, biking, canoeing and kayaking.
My apartment is small but it makes up for that with location as I am next door to Stanley Park.
I love this city and all it has to offer.
I'm excited for you to visit and experience Vancouver. ",100%,N/A,https://a0.muscache.com/im/pictures/user/069cc1dc-de89-4ae8-af5b-849afff843a4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/069cc1dc-de89-4ae8-af5b-849afff843a4.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
21193351,https://www.airbnb.com/users/show/21193351,Mark,2014-09-10,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/9b1a901d-e937-483e-9f13-8acf780ed402.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b1a901d-e937-483e-9f13-8acf780ed402.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2
21214138,https://www.airbnb.com/users/show/21214138,Anika,2014-09-11,,,100%,100%,https://a0.muscache.com/im/pictures/user/8fb69b30-a485-4efa-a0d8-c861f4269fff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8fb69b30-a485-4efa-a0d8-c861f4269fff.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
21227054,https://www.airbnb.com/users/show/21227054,Inge,2014-09-11,"Vancouver, Canada",,92%,97%,https://a0.muscache.com/im/users/21227054/profile_pic/1410472464/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21227054/profile_pic/1410472464/original.jpg?aki_policy=profile_x_medium,Chinatown,2,4
21235913,https://www.airbnb.com/users/show/21235913,Kul,2014-09-12,"Vancouver, Canada",,100%,N/A,https://a0.muscache.com/im/users/21235913/profile_pic/1438532651/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21235913/profile_pic/1438532651/original.jpg?aki_policy=profile_x_medium,Sunset,1,2
21255871,https://www.airbnb.com/users/show/21255871,Micah,2014-09-12,,,100%,47%,https://a0.muscache.com/im/pictures/user/97eef432-7526-4b5b-82cc-c90b49d2a1ef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/97eef432-7526-4b5b-82cc-c90b49d2a1ef.jpg?aki_policy=profile_x_medium,Chinatown,1,1
21294269,https://www.airbnb.com/users/show/21294269,Robert,2014-09-13,"Vancouver, Canada","I’m a writer/director/filmmaker who loves to travel, meet new people, and have new experiences that inspire my work and remind me that no matter how far I travel and how many people I meet there’s always something new for me to discover, learn, and alter my perspective for a more worldly view of this planet we inhabit. ",91%,100%,https://a0.muscache.com/im/users/21294269/profile_pic/1410663404/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21294269/profile_pic/1410663404/original.jpg?aki_policy=profile_x_medium,Commercial Drive,3,3
21382909,https://www.airbnb.com/users/show/21382909,Telf,2014-09-15,"Vancouver, Canada","I live here with my wife Natasha, our nine-year old son Justin, our seven-year old daughter Callie, our Vizsla-Pointer dog ""Harbour"", our Chihuahuas ""Peanut"" and ""Bonita"", Tasha's horse ""Porsha"", our cat ""Austin"", Justin's lovebird ""Blaze"", and a few miscellaneous chickens (all of them are named Henrietta).  We live on the last working farm inside the City of Vancouver, and the farm is managed by my parents and brother.  They also have a thriving business that teaches children to ride horses, and the farm is also home to the Southlands Therapeutic Riding Society (STaRS) charity.",100%,100%,https://a0.muscache.com/im/users/21382909/profile_pic/1410978578/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21382909/profile_pic/1410978578/original.jpg?aki_policy=profile_x_medium,Kerrisdale,1,1
21384376,https://www.airbnb.com/users/show/21384376,Hamid,2014-09-16,"Vancouver, Canada","A physicist turned into a machine learning/data scientist, turned into an entrepreneur and product manager. An avid traveler, reader and hiker that enjoys good coffee, classical music and intellectual conversations.",100%,N/A,https://a0.muscache.com/im/pictures/user/3cf2983d-9d41-4303-b705-ef16478e9d89.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3cf2983d-9d41-4303-b705-ef16478e9d89.jpg?aki_policy=profile_x_medium,Renfrew-Collingwood,2,3
21386383,https://www.airbnb.com/users/show/21386383,Jeffrey,2014-09-16,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/3f5fff50-de16-4546-800c-bf963e1a8ab5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3f5fff50-de16-4546-800c-bf963e1a8ab5.jpg?aki_policy=profile_x_medium,Riley Park–Little Mountain,1,2
21398907,https://www.airbnb.com/users/show/21398907,Hilary,2014-09-16,"Vancouver, Canada",I’m a yoga teacher and I often travel to teach or visit family. I have been hosting my personal home space for 5 years with excellent reviews. I offer a clean and comfortable space for my guests and hope you will enjoy and respect my home. Looking forward to hosting you!,100%,100%,https://a0.muscache.com/im/pictures/user/09920424-2dab-4d89-8049-82cd5de0befa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/09920424-2dab-4d89-8049-82cd5de0befa.jpg?aki_policy=profile_x_medium,Fairview,1,2
21409576,https://www.airbnb.com/users/show/21409576,Kelli,2014-09-16,"Vancouver, Canada",,100%,98%,https://a0.muscache.com/im/pictures/user/98d41223-2884-4cdf-82b2-f515b492727b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/98d41223-2884-4cdf-82b2-f515b492727b.jpg?aki_policy=profile_x_medium,Arbutus Ridge,1,1
